Key,NodeNumber,NodeTime,Music
134,1,0.558743,NONE
135,4,0.576962,NONE
136,3,0.644402,NONE
137,2,0.502216,NONE
138,1,0.567856,NONE
139,4,0.508823,NONE
140,4,0.583458,NONE
141,2,0.540913,NONE
142,1,0.533672,NONE
143,3,0.592972,NONE
144,4,0.575935,NONE
145,1,0.0191949,NONE
146,2,0.366821,NONE
147,3,0.0183351,NONE
148,3,0.485825,NONE
149,2,0.0175405,NONE
150,1,0.390209,NONE
151,4,0.0192293,NONE
152,4,0.498051,NONE
153,1,0.0184,NONE
154,2,0.437061,NONE
155,3,0.0175016,NONE
156,3,0.517406,NONE
157,2,0.0184267,NONE
158,1,0.383766,NONE
159,4,0.109619,NONE
160,4,0.644745,NONE
161,2,0.25042,NONE
162,1,0.236916,NONE
163,3,0.268425,NONE
164,4,0.73484,NONE
165,1,0.0183313,NONE
166,2,0.166626,NONE
167,3,0.183289,NONE
168,3,0.291634,NONE
169,2,0.158325,NONE
170,1,0.242325,NONE
171,4,0.0199998,NONE
172,4,0.450584,NONE
173,1,0.108307,NONE
174,2,0.384216,NONE
175,3,0.0174982,NONE
176,3,0.644295,NONE
177,4,0.0108331,NONE
178,1,0.401093,NONE
179,2,0.0116663,NONE
180,3,0.208832,NONE
181,4,0.0117342,NONE
182,1,0.21698,NONE
183,2,0.01,NONE
184,3,0.22686,NONE
185,4,0.0116663,NONE
186,1,0.568314,NONE
187,2,0.517914,NONE
188,4,0.588669,NONE
189,3,0.224945,NONE
190,1,0.574989,NONE
191,2,0.0108331,NONE
192,4,0.79306,NONE
193,3,0.551872,NONE
194,1,0.391647,NONE
195,2,1.33564,NONE
196,3,0.534996,NONE
197,4,0.542831,NONE
198,2,0.558258,NONE
199,1,0.496323,NONE
200,3,0.478523,NONE
201,4,0.225441,NONE
202,2,0.266624,NONE
203,1,0.258949,NONE
204,3,0.25985,NONE
205,4,0.275299,NONE
206,3,0.60183,NONE
207,2,0.333267,NONE
208,1,0.359993,NONE
209,4,0.585892,NONE
210,4,0.825775,NONE
211,1,0.51828,NONE
212,2,0.366577,NONE
213,3,0.553329,NONE
214,3,0.856522,NONE
215,2,0.368568,NONE
216,1,0.283264,NONE
217,4,0.258331,NONE
218,1,0.260628,NONE
219,2,0.241776,NONE
220,3,0.29995,NONE
221,2,0.25087,NONE
222,1,0.225723,NONE
223,4,0.401299,NONE
224,1,0.208305,NONE
225,2,0.243324,NONE
226,3,0.247879,NONE
227,2,0.52256,NONE
228,1,0.199951,NONE
229,4,0.233276,NONE
230,4,0.333427,NONE
231,1,0.275146,NONE
232,2,0.141632,NONE
233,3,0.326187,NONE
234,3,0.291779,NONE
235,2,0.100159,NONE
236,1,0.284073,NONE
237,4,0.101189,NONE
238,4,0.520531,NONE
239,1,0.0183313,NONE
240,4,0.416924,NONE
241,1,0.0161325,NONE
242,2,0.533546,NONE
243,3,0.016665,NONE
244,2,0.475731,NONE
245,3,0.0191957,NONE
246,3,0.528595,NONE
247,2,0.0158319,NONE
248,3,0.442291,NONE
249,2,0.0168916,NONE
250,1,0.475624,NONE
251,4,0.0191644,NONE
252,1,0.400826,NONE
253,4,0.0199976,NONE
254,4,0.618614,NONE
255,3,0.458763,NONE
256,1,0.19342,NONE
257,2,0.149963,NONE
258,4,0.283287,NONE
259,3,0.133553,NONE
260,1,0.217056,NONE
261,2,0.139404,NONE
262,3,0.0171838,NONE
263,4,0.604927,NONE
264,1,0.475159,NONE
265,2,0.183289,NONE
266,3,0.234528,NONE
267,3,0.275581,NONE
268,2,0.109322,NONE
269,1,0.224945,NONE
270,4,0.120247,NONE
271,4,0.488472,NONE
272,1,0.108368,NONE
273,2,0.22551,NONE
274,3,0.176674,NONE
275,3,0.512947,NONE
276,2,0.0199976,NONE
277,1,0.234268,NONE
278,4,0.25106,NONE
279,4,0.625107,NONE
280,1,0.216614,NONE
281,2,0.150894,NONE
282,3,0.166626,NONE
283,3,0.350235,NONE
284,2,0.168068,NONE
285,1,0.166626,NONE
286,4,0.252426,NONE
287,1,0.252808,NONE
288,2,0.166786,NONE
289,3,0.158867,NONE
290,4,0.275887,NONE
291,1,0.241615,NONE
292,2,0.174957,NONE
293,3,0.208359,NONE
294,4,0.201859,NONE
295,2,0.208298,NONE
296,1,0.178726,NONE
297,3,0.183823,NONE
298,4,0.150513,NONE
299,2,0.208282,NONE
300,1,0.158699,NONE
301,3,0.217941,NONE
302,4,2.325928,NONE
303,3,0.0108331,NONE
304,1,0.425201,NONE
305,2,0.124969,NONE
306,4,0.476883,NONE
307,3,0.260033,NONE
308,1,0.142204,NONE
309,2,0.116638,NONE
310,4,0.442024,NONE
311,2,0.158295,NONE
312,1,0.383957,NONE
313,3,0.109177,NONE
314,3,0.509422,NONE
315,2,0.0199976,NONE
316,1,0.351608,NONE
317,4,0.108307,NONE
318,4,0.651222,NONE
319,1,0.340363,NONE
320,2,0.141632,NONE
321,3,0.150169,NONE
322,3,0.474884,NONE
323,2,0.137421,NONE
324,1,0.292343,NONE
325,4,0.100044,NONE
326,4,0.55825,NONE
327,1,0.217232,NONE
328,2,0.124977,NONE
329,3,0.209473,NONE
330,3,0.44175,NONE
331,2,0.151527,NONE
332,1,0.172058,NONE
333,4,0.2584,NONE
334,4,0.624924,NONE
335,1,0.125023,NONE
336,2,0.377129,NONE
337,3,0.0191644,NONE
338,4,0.442833,NONE
339,1,0.324921,NONE
340,2,0.154366,NONE
341,3,0.685501,NONE
342,2,0.52874,NONE
343,1,0.360077,NONE
344,4,1.379997,NONE
345,1,0.45005,NONE
346,2,0.291656,NONE
347,3,0.351196,NONE
348,3,0.281204,NONE
349,2,0.245125,NONE
350,1,0.23616,NONE
351,4,0.245461,NONE
352,4,0.479042,NONE
353,1,0.233299,NONE
354,2,0.241928,NONE
355,3,0.274933,NONE
356,3,0.566612,NONE
357,2,0.561554,NONE
358,1,0.467278,NONE
359,3,0.312271,NONE
360,2,0.217758,NONE
361,4,1.227737,NONE
362,2,0.519516,NONE
363,1,0.341019,NONE
364,4,0.514374,NONE
365,3,0.879761,NONE
366,1,0.441635,NONE
367,2,0.367432,NONE
368,4,0.576126,NONE
369,2,0.224945,NONE
370,1,0.29393,NONE
371,4,0.575043,NONE
372,4,0.293488,NONE
373,4,0.274933,NONE
374,4,0.272125,NONE
375,4,0.516571,NONE
376,3,0.600693,NONE
377,2,0.459732,NONE
378,1,0.244278,NONE
379,4,0.259293,NONE
380,1,0.35791,NONE
381,2,0.883926,NONE
382,3,0.536209,NONE
383,2,0.495255,NONE
384,1,0.291611,NONE
385,4,0.300308,NONE
386,1,0.420547,NONE
387,3,0.358261,NONE
