Key,NodeNumber,NodeTime,Music
353,3,0.216614,None
354,1,0.499878,None
355,3,0.174957,None
356,3,0.441559,None
357,2,0.424896,None
358,4,0.474884,None
359,2,0.183289,None
360,3,0.25827,None
361,1,0.233276,None
362,2,0.250099,None
363,3,0.158295,None
364,4,0.233276,None
365,3,0.233276,None
366,2,0.174957,None
367,1,0.299927,None
368,2,0.208282,None
369,3,0.243027,None
370,4,0.199951,None
371,3,0.224945,None
372,2,0.174957,None
373,1,0.25,None
374,2,0.199951,None
375,3,0.158295,None
376,4,0.216614,None
377,3,0.166626,None
378,2,0.191986,None
379,1,0.249939,None
380,2,0.199951,None
381,3,0.174957,None
382,4,0.19162,None
383,3,0.19162,None
384,2,0.133301,None
385,1,0.258278,None
386,2,0.183289,None
387,3,0.149963,None
388,4,0.199951,None
389,3,0.183289,None
390,2,0.158295,None
391,1,0.199951,None
392,1,0.349915,None
393,1,0.20829,None
394,1,0.383247,None
395,4,0.55014,None
396,4,0.166626,None
397,4,0.442604,None
398,2,0.534058,None
399,4,0.524872,None
400,4,0.19162,None
401,4,0.19178,None
402,4,0.38324,None
403,4,0.391571,None
404,4,0.19162,None
405,3,0.516541,None
406,3,0.174957,None
407,3,0.508217,None
408,2,0.46656,None
409,2,0.408234,None
410,2,0.483215,None
411,2,0.433838,None
412,1,0.441559,None
413,1,0.450142,None
414,1,0.458229,None
415,1,0.441559,None
416,4,0.458221,None
417,4,0.44191,None
418,3,0.441574,None
419,3,0.466553,None
420,3,0.408333,None
421,4,0.450249,None
422,4,0.441559,None
423,2,0.449898,None
424,3,0.208282,None
425,1,0.316589,None
426,4,0.141632,None
427,2,0.199951,None
428,3,0.124969,None
429,1,0.316589,None
430,1,0.283409,None
431,1,0.391571,None
432,1,0.174957,None
433,1,0.399902,None
434,3,0.541534,None
435,3,0.541534,None
436,3,0.216614,None
437,3,0.524872,None
438,3,0.475227,None
439,3,0.216614,None
440,3,0.516541,None
441,3,0.183289,None
442,3,0.466553,None
443,2,0.416565,None
444,2,0.408234,None
445,2,0.433228,None
446,2,0.433372,None
447,1,0.358246,None
448,2,0.185211,None
449,3,0.183289,None
450,4,0.249939,None
451,3,0.216614,None
452,2,0.183289,None
453,1,0.274933,None
454,2,0.210449,None
455,3,0.233963,None
456,4,0.224945,None
457,3,0.19162,None
458,2,0.19162,None
459,1,0.274933,None
460,1,0.217346,None
461,2,0.241615,None
462,3,0.183289,None
463,4,0.216614,None
464,4,0.216614,None
465,3,0.216614,None
466,2,0.200653,None
467,1,0.249939,None
468,1,0.241608,None
469,2,0.283264,None
470,3,0.158295,None
471,4,0.199951,None
472,4,0.199951,None
473,3,0.19162,None
474,2,0.175079,None
475,1,0.241608,None
476,1,0.19162,None
477,2,0.199951,None
478,3,0.141632,None
479,4,0.199951,None
480,3,0.216614,None
481,3,0.174965,None
482,2,0.166626,None
483,1,0.216675,None
484,2,0.204277,None
485,3,0.158295,None
486,4,0.208282,None
487,3,0.208359,None
488,2,0.149963,None
489,1,0.233322,None
490,2,0.225105,None
491,3,0.175842,None
492,4,0.183289,None
493,4,0.19162,None
494,4,0.366577,None
495,3,0.19162,None
496,2,0.166626,None
497,2,0.183289,None
498,1,0.274933,None
499,2,0.208328,None
500,3,0.133301,None
501,4,0.208542,None
502,3,0.236641,None
503,2,0.159256,None
504,1,0.224945,None
505,2,0.217575,None
506,3,0.141632,None
507,4,0.191841,None
508,3,0.233299,None
509,2,0.174957,None
510,1,0.208282,None
511,2,0.216614,None
512,3,0.174957,None
513,4,0.166626,None
514,3,0.249947,None
515,2,0.174957,None
516,1,0.241608,None
517,2,0.266602,None
518,3,0.133301,None
519,4,0.183578,None
520,4,0.316589,None
521,4,0.166626,None
522,3,0.141632,None
523,2,0.19162,None
524,1,0.25827,None
525,1,0.19162,None
526,1,0.274933,None
527,1,0.149963,None
528,2,0.199951,None
529,3,0.149963,None
530,4,0.216614,None
531,4,0.183647,None
532,4,0.174957,None
533,3,0.208282,None
534,2,0.158295,None
535,2,0.183289,None
536,2,0.208984,None
537,2,0.166626,None
538,1,0.199951,None
539,2,0.224945,None
540,3,0.158432,None
541,4,0.216736,None
542,3,0.208282,None
543,2,0.158295,None
544,1,0.216614,None
545,2,0.308258,None
546,3,0.183289,None
547,4,0.174957,None
548,4,0.199951,None
549,3,0.06665,None
550,2,0.174957,None
551,1,0.266602,None
552,1,0.183289,None
553,2,0.216614,None
554,3,0.19162,None
555,4,0.166626,None
556,3,0.25827,None
557,2,0.158295,None
558,1,0.241608,None
559,4,0.499878,None
560,4,0.19162,None
561,4,0.474884,None
562,4,0.19162,None
563,2,0.325653,None
564,2,0.225876,None
565,2,0.358246,None
566,2,0.174957,None
567,2,0.366577,None
568,2,0.158295,None
569,3,0.433228,None
570,3,0.558258,None
571,3,0.199951,None
572,3,0.533203,None
573,1,0.483276,None
574,1,0.224945,None
575,1,0.408234,None
576,1,0.174957,None
577,1,0.491547,None
578,4,0.408234,None
579,4,0.408234,None
580,4,0.276505,None
581,4,0.199951,None
582,4,0.241608,None
583,4,0.208282,None
584,4,0.233276,None
585,4,0.26857,None
586,4,0.183289,None
587,4,0.241623,None
588,4,0.199951,None
589,4,0.241608,None
590,4,0.208282,None
591,4,0.241608,None
592,4,0.183319,None
593,2,0.224945,None
594,2,0.249939,None
595,2,0.183289,None
596,2,0.233292,None
597,2,0.208282,None
598,2,0.234207,None
599,2,0.216614,None
600,2,0.208282,None
601,2,0.224945,None
602,2,0.216614,None
603,2,0.216766,None
604,2,0.199951,None
605,2,0.208282,None
606,2,0.199951,None
607,2,0.158737,None
608,3,0.400085,None
609,3,0.19162,None
610,3,0.459747,None
611,1,0.499878,None
612,1,0.208282,None
613,1,0.466553,None
614,1,0.174957,None
615,1,0.38324,None
616,1,0.124969,None
617,3,0.408234,None
618,3,0.199951,None
619,3,0.424911,None
620,3,0.19162,None
621,3,0.433228,None
622,3,0.483215,None
623,3,0.216614,None
624,3,0.466553,None
625,3,0.183289,None
626,3,0.44989,None
627,1,0.491776,None
628,2,0.23349,None
629,3,0.158417,None
630,4,0.258804,None
631,3,0.208282,None
632,2,0.216614,None
633,1,0.258286,None
634,2,0.216614,None
635,3,0.183289,None
636,4,0.249939,None
637,3,0.208282,None
638,2,0.25827,None
639,1,0.216843,None
640,1,0.349915,None
641,1,0.158295,None
642,2,0.183289,None
643,3,0.141647,None
644,4,0.224945,None
645,3,0.25827,None
646,2,0.199966,None
647,1,0.249939,None
648,2,0.249939,None
649,3,0.19162,None
650,4,0.216614,None
651,3,0.199951,None
652,2,0.183289,None
653,1,0.250366,None
654,2,0.241608,None
655,3,0.216614,None
656,4,0.166626,None
657,3,0.225815,None
658,3,0.174957,None
659,3,0.233276,None
660,3,0.149963,None
661,3,0.358246,None
662,2,0.441559,None
663,2,0.216614,None
664,2,0.458221,None
665,2,0.149963,None
666,2,0.383301,None
667,4,0.591522,None
668,4,0.549866,None
669,4,0.20018,None
670,4,0.533203,None
671,1,0.49231,None
672,1,0.224945,None
673,1,0.491547,None
674,1,0.208282,None
675,1,0.45845,None
676,1,0.424896,None
677,2,0.212341,None
678,3,0.149963,None
679,4,0.233276,None
680,3,0.199951,None
681,2,0.174957,None
682,1,0.233292,None
683,1,0.216614,None
684,2,0.091644,None
685,3,0.216614,None
686,4,0.199951,None
687,3,0.21846,None
688,2,0.18457,None
689,1,0.252197,None
690,2,0.227142,None
691,3,0.183502,None
692,4,0.19339,None
693,3,0.199951,None
694,2,0.216614,None
695,1,0.233444,None
696,2,0.199966,None
697,3,0.19162,None
698,4,0.200241,None
699,3,0.216614,None
700,2,0.224945,None
701,1,0.249939,None
702,2,0.19162,None
703,3,0.166626,None
704,4,0.233841,None
705,3,0.200012,None
706,2,0.233276,None
707,1,0.233276,None
708,2,0.199951,None
709,3,0.183289,None
710,4,0.199951,None
711,3,0.208282,None
712,2,0.174957,None
713,1,0.249939,None
714,2,0.199951,None
715,3,0.166626,None
716,4,0.216614,None
717,3,0.199951,None
718,2,0.183289,None
719,1,0.241608,None
720,2,0.208282,None
721,3,0.116638,None
722,4,0.208282,None
723,3,0.216614,None
724,2,0.208282,None
725,1,0.224945,None
726,2,0.216614,None
727,3,0.166626,None
728,4,0.19191,None
729,3,0.241608,None
730,2,0.208282,None
731,1,0.217361,None
732,2,0.199951,None
733,3,0.185684,None
734,4,0.200073,None
735,3,0.199951,None
736,2,0.216614,None
